Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,LatDiff,LongDiff
1490 BULL LEA RD,1490 BULL LEA RD,Veterinary Diagnostic Laboratory,Veterinary Diagnostic Laboratory,3186,3186,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Dairy Round House-Coldstream Farm,Dairy Round House-Coldstream Farm,3192,3192,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3346 DAIRY RD,3346 DAIRY RD,Dairy Calf Barn,Dairy Calf Barn,3198,3198,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3440 DAIRY RD,3440 DAIRY RD,Dairy Managers House,Dairy Managers House,3199,3199,Lexington,Lexington,58,58,KY,KY,40511,40511,,
Maine Chance Farm Floater,Maine Chance Farm Floater,3200,3200,Lexington,Lexington,70,70,KY,KY,38.040584,-84.503716,1,,,
1909 RESEACH FARM RD,1909 RESEACH FARM RD,House Old Office,House Old Office,3201,3201,Lexington,Lexington,70,70,KY,KY,40511,40511,,
1925 RESEACH FARM RD,1925 RESEACH FARM RD,Horse Barn 1 MO-Maine Chance,Horse Barn 1 MO-Maine Chance,3202,3202,Lexington,Lexington,70,70,KY,KY,40511,40511,,
1955 RESEACH FARM RD,1955 RESEACH FARM RD,House MO-Maine Chance,House MO-Maine Chance,3203,3203,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2441 EQUINE CAMPUS RD,2441 EQUINE CAMPUS RD,Climate Change Study,Climate Change Study,3204,3204,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2470 EQUINE CAMPUS RD,2470 EQUINE CAMPUS RD,Barn 5 - Communications Building,Barn 5 - Communications Building,3206,3206,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2660 EQUINE CAMPUS RD,2660 EQUINE CAMPUS RD,Rain Study Shed,Rain Study Shed,3210,3210,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2441 EQUINE CAMPUS RD,2441 EQUINE CAMPUS RD,House MO-Maine Chance,House MO-Maine Chance,3211,3211,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Garage MO-Maine Chance,Garage MO-Maine Chance,3212,3212,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2454 BEAUGAY LN,2454 BEAUGAY LN,Barn 8 Sheep-Maine Chance,Barn 8 Sheep-Maine Chance,3213,3213,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2660 EQUINE CAMPUS RD,2660 EQUINE CAMPUS RD,Rain Simulator Lab,Rain Simulator Lab,3214,3214,Lexington,Lexington,70,70,KY,KY,40511,40511,,
1995 RESEACH FARM RD,1995 RESEACH FARM RD,Run In Shed #4,Run In Shed #4,3215,3215,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2362 EQUINE CAMPUS RD,2362 EQUINE CAMPUS RD,House -Maine Chance,House -Maine Chance,3216,3216,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2346 EQUINE CAMPUS RD,2346 EQUINE CAMPUS RD,Horse Barn 11-Maine Chance,Horse Barn 11-Maine Chance,3217,3217,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2660 EQUINE CAMPUS RD,2660 EQUINE CAMPUS RD,Run In Shed #7,Run In Shed #7,3218,3218,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2585 JET PILOT WAY,2585 JET PILOT WAY,Horse Barn 9-Maine Chance,Horse Barn 9-Maine Chance,3219,3219,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2150 JET PILOT WAY,2150 JET PILOT WAY,Horse MO-Maine Chance,Horse MO-Maine Chance,3220,3220,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2140 JET PILOT WAY,2140 JET PILOT WAY,Garage MO-Maine Chance,Garage MO-Maine Chance,3221,3221,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2470 EQUINE CAMPUS RD,2470 EQUINE CAMPUS RD,Barn 5 M&O Storage-Maine Chance,Barn 5 M&O Storage-Maine Chance,3222,3222,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2008 STAR PILOT LN,2008 STAR PILOT LN,Horse Barn 3-Maine Chance,Horse Barn 3-Maine Chance,3224,3224,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2546 GORHAM LN,2546 GORHAM LN,Barn 7 MO-Maine Chance,Barn 7 MO-Maine Chance,3227,3227,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Utility Shed MO-Maine Chance,Utility Shed MO-Maine Chance,3228,3228,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2528 GORHAM LN,2528 GORHAM LN,House MO-Maine Chance,House MO-Maine Chance,3230,3230,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Horse Run in Shed-Maine Chance,Horse Run in Shed-Maine Chance,3233,3233,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2650 EQUINE CAMPUS RD,2650 EQUINE CAMPUS RD,Horse Farm Mgr Res-Maine Chance,Horse Farm Mgr Res-Maine Chance,3234,3234,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Horse Run in Shed-Maine Chance,Horse Run in Shed-Maine Chance,3236,3236,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Horse Run in Shed-Maine Chance,Horse Run in Shed-Maine Chance,3237,3237,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2660 EQUINE CAMPUS RD,2660 EQUINE CAMPUS RD,Stud Barn-Maine Chance,Stud Barn-Maine Chance,3238,3238,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2642 EQUINE CAMPUS RD,2642 EQUINE CAMPUS RD,Receiving Barn-Maine Chance,Receiving Barn-Maine Chance,3239,3239,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2325 TURNER PL,2325 TURNER PL,Shop & Storage Area-Maine Chance,Shop & Storage Area-Maine Chance,3240,3240,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2349 TURNER PL,2349 TURNER PL,Farm Service Center-Maine Chance,Farm Service Center-Maine Chance,3241,3241,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2317 TURNER PL,2317 TURNER PL,Storage Bldg-Maine Chance,Storage Bldg-Maine Chance,3242,3242,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2355 TURNER PL,2355 TURNER PL,Auto Body Shop-Maine Chance,Auto Body Shop-Maine Chance,3243,3243,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2660 EQUINE CAMPUS RD,2660 EQUINE CAMPUS RD,Run In Shed #5,Run In Shed #5,3245,3245,Lexington,Lexington,70,70,KY,KY,40511,40511,,
1995 RESEACH FARM RD,1995 RESEACH FARM RD,Run In Shed #6,Run In Shed #6,3246,3246,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2673 JET PILOT WAY,2673 JET PILOT WAY,Pony Shed,Pony Shed,3249,3249,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2397 TURNER PL,2397 TURNER PL,Garage-Maine Chance,Garage-Maine Chance,3250,3250,Lexington,Lexington,70,70,KY,KY,40511,40511,,
1945 RESEACH FARM RD,1945 RESEACH FARM RD,Storage Bldg-Maine Chance,Storage Bldg-Maine Chance,3255,3255,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2611 FASCINATOR LN,2611 FASCINATOR LN,Barn C Shed,Barn C Shed,3258,3258,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2354 EQUINE CAMPUS RD,2354 EQUINE CAMPUS RD,Horse Corral Vet Science-Maine Chance,Horse Corral Vet Science-Maine Chance,3259,3259,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2000 STAR PILOT LN,2000 STAR PILOT LN,Equine Nutritional -Maine Chance,Equine Nutritional -Maine Chance,3260,3260,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2730 JET PILOT WAY,2730 JET PILOT WAY,Pole Shed Bale Storage-Maine Chance,Pole Shed Bale Storage-Maine Chance,3261,3261,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2575 SPINDLETOP WAY,2575 SPINDLETOP WAY,Student Quarters Horticulture-Maine Chance,Student Quarters Horticulture-Maine Chance,3270,3270,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2565 SPINDLETOP WAY,2565 SPINDLETOP WAY,Student Quarters Dairy-Maine Chance,Student Quarters Dairy-Maine Chance,3271,3271,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Shaving Storage,Shaving Storage,3280,3280,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Storage Building,Storage Building,3283,3283,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,AG Vet Science,AG Vet Science,3285,3285,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2322 EQUINE CAMPUS RD,2322 EQUINE CAMPUS RD,Vet Science Office,Vet Science Office,3286,3286,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2415 TURNER PL,2415 TURNER PLace,Dwelling Mobile Hole,Dwelling Mobile Hole,3287,3287,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2801 ROXIE LN,2801 ROXIE LN,Isolation Barn #1,Isolation Barn #1,3288,3288,Lexington,Lexington,84,84,KY,KY,38.040584,-84.503716,,
2808 ROXIE LN,2808 ROXIE LN,Isolation Barn #2,Isolation Barn #2,3289,3289,Lexington,Lexington,84,84,KY,KY,38.040584,-84.503716,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,AG Hoop Shed #4,AG Hoop Shed #4,3290,3290,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1995 RESEACH FARM RD,1995 RESEACH FARM RD,FEP Storage Bldg.,FEP Storage Bldg.,3291,3291,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2011 STAR PILOT LN,2011 STAR PILOT LN,Equine Teaching Pavilion-Main Chance,Equine Teaching Pavilion-Main Chance,3292,3292,Lexington,Lexington,70,70,KY,KY,40511,40511,38.109969,-84.489437
1965 RESEACH FARM RD,1965 RESEACH FARM RD,MC/DOT Storage,MC/DOT Storage,3293,3293,Lexington,Lexington,70,70,KY,KY,40511,40511,,
2099 NEWTOWN PIKE,2099 NEWTOWN PIKE,Communication Shed,Communication Shed,3294,3294,Lexington,Lexington,70,70,KY,KY,40511,40511,,
1975 RESEACH FARM RD,1975 RESEACH FARM RD,MC Storage #2,MC Storage #2,3295,3295,Lexington,Lexington,70,70,KY,KY,40511,40511,,
Spindletop Farm Floater,Spindletop Farm Floater,3300,3300,Lexington,Lexington,84,84,KY,KY,38.040584,-84.503716,1,,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,House Spindletop,House Spindletop,3301,3301,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,House -Spindletop,House -Spindletop,3304,3304,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,MRLS Shed,MRLS Shed,3305,3305,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2715 SPINDLETOP WAY,2715 SPINDLETOP WAY,Horse Corral #3,Horse Corral #3,3306,3306,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Agronomy-Greenhouse-Spindletop,Agronomy-Greenhouse-Spindletop,3307,3307,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2922 SPINDLETOP WAY,2922 SPINDLETOP WAY,Agronomy-Greenhouse #3-Spindletop,Agronomy-Greenhouse #3-Spindletop,3308,3308,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2367 TIM TAM TRL,2367 TIM TAM TRL,Storage Bldg-Spindletop,Storage Bldg-Spindletop,3309,3309,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2603 FASCINATOR LN,2603 FASCINATOR LN,Horse Barn C-Spindletop,Horse Barn C-Spindletop,3310,3310,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2716 SPINDLETOP WAY,2716 SPINDLETOP WAY,Horse Barn B-Spindletop,Horse Barn B-Spindletop,3311,3311,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2786 SPINDLETOP WAY,2786 SPINDLETOP WAY,Small Animal Hospital,Small Animal Hospital,3313,3313,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2785 SPINDLETOP WAY,2785 SPINDLETOP WAY,Tobacco Barn- Spindletop,Tobacco Barn- Spindletop,3315,3315,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Garage-Spindletop,Garage-Spindletop,3316,3316,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2791 SPINDLETOP WAY,2791 SPINDLETOP WAY,House -Spindletop,House -Spindletop,3317,3317,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2799 SPINDLETOP WAY,2799 SPINDLETOP WAY,House -Spindletop,House -Spindletop,3319,3319,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Garage-Spindletop,Garage-Spindletop,3320,3320,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2819 SPINDLETOP WAY,2819 SPINDLETOP WAY,House-Spindletop,House-Spindletop,3321,3321,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2829 SPINDLETOP WAY,2829 SPINDLETOP WAY,House -Spindletop,House -Spindletop,3322,3322,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Garage -Spindletop,Garage -Spindletop,3323,3323,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Garage -Spindletop,Garage -Spindletop,3324,3324,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2839 SPINDLETOP WAY,2839 SPINDLETOP WAY,House -Spindletop,House -Spindletop,3325,3325,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Garage-Spindletop,Garage-Spindletop,3326,3326,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2849 SPINDLETOP WAY,2849 SPINDLETOP WAY,House-Spindletop,House-Spindletop,3327,3327,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2870 SPINDLETOP WAY,2870 SPINDLETOP WAY,Walter W. Zent Mare Reproductive Health Facility,Walter W. Zent Mare Reproductive Health Facility,3328,3328,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2879 SPINDLETOP WAY,2879 SPINDLETOP WAY,Stallion Barn,Stallion Barn,3329,3329,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3030 BOSWELL LN,3030 BOSWELL LN,Old Spindletop Shop,Old Spindletop Shop,3330,3330,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3130 BOSWELL LN,3130 BOSWELL LN,Cottage-Spindletop,Cottage-Spindletop,3332,3332,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3140 BOSWELL LN,3140 BOSWELL LN,Cottage-Spindletop,Cottage-Spindletop,3333,3333,Lexington,Lexington,84,84,KY,KY,40511,40511,,
Isolation #2 Lab,Isolation #2 Lab,3337,3337,Lexington,Lexington,KY,KY,38.040584,-84.503716,1,,,,,
2914 SPINDLETOP WAY,2914 SPINDLETOP WAY,Dwelling-Spindletop,Dwelling-Spindletop,3339,3339,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2918 SPINDLETOP WAY,2918 SPINDLETOP WAY,Storage Barn-Spindletop,Storage Barn-Spindletop,3340,3340,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2789 SPINDLETOP WAY,2789 SPINDLETOP WAY,DLAR Storage Facility,DLAR Storage Facility,3343,3343,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2801 ROXIE LN,2801 ROXIE LN,Isolation #1 Lab - Spindletop,Isolation #1 Lab - Spindletop,3346,3346,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2801 ROXIE LN,2801 ROXIE LN,Isolation #1 Storage Bldg,Isolation #1 Storage Bldg,3347,3347,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2922 SPINDLETOP WAY,2922 SPINDLETOP WAY,Forage Research Greenhouse,Forage Research Greenhouse,3348,3348,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3080 SHOSHONE LN,3080 SHOSHONE LN,Turf Center-Spindletop,Turf Center-Spindletop,3349,3349,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3070 SHOSHONE LN,3070 SHOSHONE LN,Goat Barn-Spindletop,Goat Barn-Spindletop,3350,3350,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Vacant Dog Kennel-Spindletop,Vacant Dog Kennel-Spindletop,3351,3351,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Vacant Dog Kennel-Spindletop,Vacant Dog Kennel-Spindletop,3352,3352,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Grounds Office-Spindletop,Grounds Office-Spindletop,3353,3353,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Tennis Pro Shop-Spindletop,Tennis Pro Shop-Spindletop,3354,3354,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Tennis Pro Shop-Spindletop,Tennis Pro Shop-Spindletop,3355,3355,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Garage Apartments-Spindletop,Garage Apartments-Spindletop,3357,3357,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Mansion-Spindletop,Mansion-Spindletop,3358,3358,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Dressing Rooms-Spindletop,Dressing Rooms-Spindletop,3359,3359,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Recreation Bldg.-Spindletop,Recreation Bldg.-Spindletop,3360,3360,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Pleasure Barn-Spindletop,Pleasure Barn-Spindletop,3361,3361,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Scale House-Spindletop,Scale House-Spindletop,3364,3364,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Storge Bldg for 3362-Spindletop,Storge Bldg for 3362-Spindletop,3365,3365,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3088 SHOSHONE LN,3088 SHOSHONE LN,Storage Bldg-Spindletop,Storage Bldg-Spindletop,3366,3366,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2919 SPINDLETOP WAY,2919 SPINDLETOP WAY,Equipt. Storage Bldg.-Spindletop,Equipt. Storage Bldg.-Spindletop,3367,3367,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2906 SPINDLETOP WAY,2906 SPINDLETOP WAY,Wheat Greenhouse Headhouse,Wheat Greenhouse Headhouse,3368,3368,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2780 RESEARCH PARK DR,2780 RESEARCH PARK DRive,Council of State Governments,Council of State Governments,3370,3370,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2760 RESEARCH PARK DR,2760 RESEARCH PARK DRive,Council of State Governments - Sprague Building,Council of State Governments - Sprague Building,3371,3371,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Bath House-Spindletop,Bath House-Spindletop,3372,3372,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2901 SPINDLETOP WAY,2901 SPINDLETOP WAY,Tobacco Barn -Spindletop,Tobacco Barn -Spindletop,3373,3373,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2940 AGRONOMY RD,2940 AGRONOMY RD,Crop Dryer Bldg.-Spindletop,Crop Dryer Bldg.-Spindletop,3374,3374,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2951 AGRONOMY RD,2951 AGRONOMY RD,Field Lab-Spindletop,Field Lab-Spindletop,3375,3375,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Climatological  Lab-Spindletop,Climatological  Lab-Spindletop,3376,3376,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2915 SPINDLETOP WAY,2915 SPINDLETOP WAY,Agronomy storage unit,Agronomy storage unit,3377,3377,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Animal Care Barn-Spindletop,Animal Care Barn-Spindletop,3378,3378,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2920 AGRONOMY RD,2920 AGRONOMY RD,Foundation Seed Proc-Spindletop,Foundation Seed Proc-Spindletop,3379,3379,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 TIM TAM TRL,2540 TIM TAM TRL,Ag Engineering Barn-Spindletop,Ag Engineering Barn-Spindletop,3380,3380,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2500 RESEARCH PARK DR,2500 RESEARCH PARK DR,KGS Core Library Carport,KGS Core Library Carport,3381,3381,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,CAER Laboratory 1,CAER Laboratory 1,3382,3382,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Chemical Storage Building-Spindletop,Chemical Storage Building-Spindletop,3383,3383,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2530 TIM TAM TRL,2530 TIM TAM TRL,Research Tobacco Barn-Spindletop,Research Tobacco Barn-Spindletop,3384,3384,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2595 FASCINATOR LN,2595 FASCINATOR LN,Vet Science Dwelling,Vet Science Dwelling,3385,3385,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2979 AGRONOMY RD,2979 AGRONOMY RD,Agronomy Equipment #4,Agronomy Equipment #4,3386,3386,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2520 TIM TAM TRL,2520 TIM TAM TRL,Metal Curing Barn-Spindletop,Metal Curing Barn-Spindletop,3387,3387,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2975 AGRONOMY RD,2975 AGRONOMY RD,Ag Machine Storage,Ag Machine Storage,3388,3388,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2908 SPINDLETOP WAY,2908 SPINDLETOP WAY,Agronomy Greenhouse-Spindletop,Agronomy Greenhouse-Spindletop,3389,3389,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2955 AGRONOMY RD,2955 AGRONOMY RD,Agronomy Pesticide Storage-Spindletop,Agronomy Pesticide Storage-Spindletop,3390,3390,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2936 SPINDLETOP WAY,2936 SPINDLETOP WAY,Agronomy Fuel Storage Shed-Spindletop,Agronomy Fuel Storage Shed-Spindletop,3391,3391,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2906 SPINDLETOP WAY,2906 SPINDLETOP WAY,Agronomy Greenhouse 2-Spindletop,Agronomy Greenhouse 2-Spindletop,3392,3392,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2659 FASCINATOR LN,2659 FASCINATOR LN,Mobile Home-Spindletop,Mobile Home-Spindletop,3393,3393,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2801 ROXIE LN,2801 ROXIE LN,Isolation #1 Generator Building,Isolation #1 Generator Building,3394,3394,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3150 BOSWELL LN,3150 BOSWELL LN,Entomology Research Storage,Entomology Research Storage,3395,3395,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2675 FASCINATOR LN,2675 FASCINATOR LN,Pole Shed Bale Storage-Spindletop,Pole Shed Bale Storage-Spindletop,3396,3396,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3180 BOSWELL LN,3180 BOSWELL LN,Entomology Storage,Entomology Storage,3399,3399,Lexington,Lexington,84,84,KY,KY,40511,40511,,
South Farm Floater,South Farm Floater,3400,3400,Lexington,Lexington,82,82,KY,KY,38.040584,-84.503716,1,,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Horticultural Research and Educational Facility (under construction),Horticultural Research and Educational Facility (under construction),3401,3401,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,South Farm Equipment Storage Shed,South Farm Equipment Storage Shed,3402,3402,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,South Farm Shop,South Farm Shop,3403,3403,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4344 EMMERT FARM LN,4344 EMMERT FARM LN,Hazardous Material Storage,Hazardous Material Storage,3404,3404,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4344 EMMERT FARM LN,4344 EMMERT FARM LN,Organic Cooler Building,Organic Cooler Building,3405,3405,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4344 EMMERTS FARM RD,4344 EMMERTS FARM RD,Vegetable High Tunnel East,Vegetable High Tunnel East,3406,3406,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4344 EMMERTS FARM RD,4344 EMMERTS FARM RD,Vegetable High Tunnel West,Vegetable High Tunnel West,3407,3407,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4344 EMMERTS FARM RD,4344 EMMERTS FARM RD,High Tunnel Storage,High Tunnel Storage,3412,3412,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,New Implement Shed-South Farm,New Implement Shed-South Farm,3413,3413,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Field Research Lab-South Farm,Field Research Lab-South Farm,3422,3422,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Vet Science Isolation Bldg.-South Farm,Vet Science Isolation Bldg.-South Farm,3423,3423,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Vet Science Isolation Bldg.-South Farm,Vet Science Isolation Bldg.-South Farm,3424,3424,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Vet Science Isolation Bldg.-South Farm,Vet Science Isolation Bldg.-South Farm,3425,3425,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Vet Science Isolation Bldg.-South Farm,Vet Science Isolation Bldg.-South Farm,3426,3426,Lexington,Lexington,82,82,KY,KY,40514,40514,,
