Category,Case Number,Crime Date and Time,Report Date,Country,State,City,Location,Incident Description,Residential Occurance,Disposition
Theft,20132792,10/10/2013 - 12:15pm,10/10/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,2013160625,10/07/2013 - 12:00am,10/9/2013,United States,Kentucky,Lexington,470 COOPER DR,TBUT OR DISP FROM AUTO,No,Closed - Lexington Police Report
Theft,20132775,10/08/2013 - 11:00pm,10/9/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"CRIMINAL MISCHIEF 3RD/M, TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M",No,Closed
Theft,20132777,10/09/2013 - 2:10pm,10/9/2013,United States,Kentucky,Lexington,125 EAST MAXWELL ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20132778,10/09/2013 - 8:00am,10/9/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP - ALL OTHERS/F,No,Open
Theft,20132771,10/06/2013 - 5:30pm,10/8/2013,United States,Kentucky,Lexington,758 WOODLAND AVE,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M",Yes,Closed
Theft,20132773,10/08/2013 - 6:30pm,10/8/2013,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20132767,09/30/2013 - 4:45pm,10/8/2013,United States,Kentucky,Lexington,460 COOPER DR,"TBIT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,2013157916,10/01/2013 - 10:00am,10/7/2013,United States,Kentucky,Lexington,1366 BULL LEA RD,THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE,Yes,Closed - Lexington Police Report
Theft,20132758,10/07/2013 - 12:00pm,10/7/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20132759,10/06/2013 - 6:00pm,10/7/2013,United States,Kentucky,Lexington,COLUMBIA TER,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Open
Theft,20132756,10/06/2013 - 4:00pm,10/7/2013,United States,Kentucky,Lexington,121 CAMPUS DR,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20132747,10/06/2013 - 11:00am,10/6/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20132751,10/06/2013 - 9:00pm,10/6/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP BUILDING/M,No,Open
Theft,20132736,10/03/2013 - 6:00pm,10/5/2013,United States,Kentucky,Lexington,323 COLUMBIA TERR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132739,10/05/2013 - 7:00am,10/5/2013,United States,Kentucky,Lexington,763 WOODLAND AVE,TBUT OR DISP BICYCLES/F,No,Open
Theft,20132737,10/05/2013 - 1:00pm,10/5/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F, RECEIVING STOLEN PROPERTY U/$10,000/F, FLEEING OR EVADING POLICE 2ND DEGREE (ON FOOT)/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest
Theft,20132740,10/05/2013 - 1:30pm,10/5/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132730,10/04/2013 - 11:30pm,10/5/2013,United States,Kentucky,Lexington,LEXINGTON AVE & COLLEGE VIEW,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132717,10/03/2013 - 5:30pm,10/4/2013,United States,Kentucky,Lexington,1500 COLLEGE WAY,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132722,10/04/2013 - 11:00am,10/4/2013,United States,Kentucky,Lexington,730 ROSE ST,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20132724,10/02/2013 - 8:30pm,10/4/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20132725,10/04/2013 - 4:30pm,10/4/2013,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20132727,10/04/2013 - 5:00pm,10/4/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20132728,10/04/2013 - 5:00pm,10/4/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Open
Theft,20132707,09/29/2013 - 3:00pm,10/3/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132708,10/03/2013 - 12:00pm,10/3/2013,United States,Kentucky,Lexington,140 ADMINISTRATION DR,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132709,09/28/2013 - 8:00am,10/3/2013,United States,Kentucky,Lexington,769 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20132711,10/03/2013 - 7:15pm,10/3/2013,United States,Kentucky,Lexington,349 SCOTT ST,"RECEIVING STOLEN PROPERTY U/$10,000/F, TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Citation issued
Theft,20132701,10/02/2013 - 4:00pm,10/2/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132686,09/28/2013 - 12:00pm,10/1/2013,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132687,09/13/2013 - 3:00pm,10/1/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed
Theft,20132695,10/01/2013 - 5:45pm,10/1/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING/M,No,Open
Theft,20132693,10/01/2013 - 10:00am,10/1/2013,United States,Kentucky,Lexington,404 ADMINISTRATION DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,2013155368,09/29/2013 - 12:01am,9/30/2013,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,TBUT OR DISP PARTS/CONTENTS FROM VEH U/$500/M,No,Closed - Lexington Police Report
Theft,20132677,09/30/2013 - 6:00pm,9/30/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20132679,09/30/2013 - 8:00pm,9/30/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING U/$500/M, TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132654,09/28/2013 - 6:00pm,9/29/2013,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20132658,09/29/2013 - 4:20pm,9/29/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132659,09/29/2013 - 3:00pm,9/29/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132629,09/26/2013 - 1:00pm,9/27/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20132631,09/27/2013 - 2:00pm,9/27/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20132633,09/26/2013 - 11:00am,9/27/2013,United States,Kentucky,Lexington,800 ROSE ST,THEFT OR PROPER MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20132635,09/27/2013 - 6:30pm,9/27/2013,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Unfounded
Theft,20132610,09/24/2013 - 11:00pm,9/26/2013,United States,Kentucky,Lexington,505 ROSE ST,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20132612,09/26/2013 - 12:55pm,9/26/2013,United States,Kentucky,Lexington,160 FUNKHOUSER DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20132624,09/26/2013 - 9:30am,9/26/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132616,09/26/2013 - 6:15pm,9/26/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132618,09/26/2013 - 6:50pm,9/26/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132620,09/26/2013 - 6:45pm,9/26/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132611,09/26/2013 - 1:10pm,9/26/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING OVER $500 BUT U/$10,000/F",No,Closed
Theft,20132590,09/25/2013 - 5:50pm,9/25/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132591,09/25/2013 - 6:00pm,9/25/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20132558,09/23/2013 - 9:00pm,9/24/2013,United States,Kentucky,Lexington,COOPER DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20132571,09/24/2013 - 7:00pm,9/24/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20132544,09/23/2013 - 1:20am,9/23/2013,United States,Kentucky,Lexington,769 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,2013800346,09/19/2013 - 2:15pm,9/23/2013,United States,Kentucky,Lexington,ROSE LN & AYLESFORD PL,THEFT BY UNLAWFUL TAKING (TBUT),No,Closed - Lexington Police Report
Theft,20132553,09/23/2013 - 1:30pm,9/23/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20132554,09/23/2013 - 11:30am,9/23/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20132555,09/20/2013 - 8:00am,9/23/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20132531,09/20/2013 - 9:30pm,9/21/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20132523,09/20/2013 - 12:30pm,9/20/2013,United States,Kentucky,Lexington,325 COOPER DR,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20132524,09/20/2013 - 3:00pm,9/20/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132516,09/19/2013 - 3:50pm,9/19/2013,United States,Kentucky,Lexington,404 SOUTH LIMESTONE ST,TBUT OR DISP BICYCLES/M,No,Open
Theft,20132514,09/19/2013 - 1:40pm,9/19/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,2013145443,09/12/2013 - 12:00pm,9/18/2013,United States,Kentucky,Lexington,ROSE LN & TRANSYLVANIA PARK,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Closed - Lexington Police Report
Theft,20132504,09/18/2013 - 12:15pm,9/18/2013,United States,Kentucky,Lexington,465 ROSE ST,TBUT OR DISP FROM BUILDING/$500/M,No,Closed
Theft,20132506,09/18/2013 - 2:15pm,9/18/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20132508,09/18/2013 - 8:00am,9/18/2013,United States,Kentucky,Lexington,125 AVENUE OF CHAMPIONS,THEFT OR PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed
Theft,20132507,09/18/2013 - 5:45pm,9/18/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132497,09/17/2013 - 10:20am,9/17/2013,United States,Kentucky,Lexington,140 HUGUELET DR,"TBUT OR DISP PARTS/CONTENTS FROM VEH U/$500/M, THEFT OF LEGEND DRUG 1ST OFFENSE OR VALUE U/$300/F",No,Closed
Theft,20132499,09/17/2013 - 5:30pm,9/17/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20132500,09/17/2013 - 5:30pm,9/17/2013,United States,Kentucky,Lexington,200 AVENUE OF CHAMPIONS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Open
Theft,20132501,09/17/2013 - 12:35pm,9/17/2013,United States,Kentucky,Lexington,404 ADMINISTRATION DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Open
Theft,20132498,09/16/2013 - 3:00pm,9/17/2013,United States,Kentucky,Lexington,761 WOODLAND AVENUE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20134287,09/16/2013 - 6:30pm,9/16/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132488,09/16/2013 - 1:42pm,9/16/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132489,09/14/2013 - 8:00am,9/16/2013,United States,Kentucky,Lexington,1608 UNIVERSITY CT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Closed
Theft,20132474,09/15/2013 - 3:00pm,9/15/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP ALL OTHERS/F,No,Open
Theft,20132476,09/15/2013 - 8:00pm,9/15/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132455,09/12/2013 - 5:00pm,9/14/2013,United States,Kentucky,Lexington,695 WINNIE ST,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132441,09/12/2013 - 11:30am,9/13/2013,United States,Kentucky,Lexington,AVENUE OF CHAMPIONS,"TBUT OR DISP AUTO/F; RECEIVING STOLEN PROPERTY U/$10,000/F",No,Cleared By Arrest
Theft,20132448,09/05/2013 - 6:30pm,9/13/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132451,09/12/2013 - 5:00pm,9/13/2013,United States,Kentucky,Lexington,769 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20132431,09/11/2013 - 8:00am,9/12/2013,United States,Kentucky,Lexington,460 COOPER DRIVE,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/F,No,Closed
Theft,20132436,09/12/2013 - 8:30am,9/12/2013,United States,Kentucky,Lexington,301 HILLTOP AVENUE,TBUT OR DISP AUTO/F,No,Open
Theft,20132437,09/12/2013 - 3:30pm,9/12/2013,United States,Kentucky,Lexington,151 WASHINGTON AVENUE,TBUT OR DISP AUTO/F,No,Open
Theft,20132438,09/12/2013 - 12:30pm,9/12/2013,United States,Kentucky,Lexington,504 ROSE STREET,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/M,No,Open
Theft,20132419,09/11/2013 - 4:45pm,9/11/2013,United States,Kentucky,Lexington,140 PATTERSON DRIVE,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/F,No,Open
Theft,20132421,09/11/2013 - 8:00am,9/11/2013,United States,Kentucky,Lexington,329 ROSE STREET,TBUT OR DISP BICYCLES/M,No,Open
Theft,20132425,09/11/2013 - 6:00pm,9/11/2013,United States,Kentucky,Lexington,430 COMPLEX DRIVE,THEFT OF PROP MISLAID OR DELIVERED BY MISTAKE/M,No,Closed
Theft,20132426,09/11/2013 - 8:00pm,9/11/2013,United States,Kentucky,Lexington,COOPER DRIVE,TBUT OR DISP ALL OTHERS/F,No,Open
Theft,20132407,09/01/2013 - 12:00am,9/10/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132410,09/10/2013 - 9:30am,9/10/2013,United States,Kentucky,Lexington,110 TRANSCRIPT AVENUE,TBUT OR DISP ALL OTHERS/M,No,Open
Theft,20132406,09/10/2013 - 11:00am,9/10/2013,United States,Kentucky,Lexington,401 HILLTOP AVENUE,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/M,No,Closed
Theft,20132408,09/09/2013 - 8:30pm,9/10/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP ALL OTHERS/M,No,Closed
Theft,20132403,09/09/2013 - 12:55pm,9/9/2013,United States,Kentucky,Lexington,550 SOUTH LIMESTONE STREET,TBUT OR DISP POCKETPICKING/M,No,Closed
Theft,20132398,09/07/2013 - 2:30am,9/8/2013,United States,Kentucky,Lexington,454 COMPLEX DRIVE,TBUT OR DISP ALL OTHERS/F,No,Open
Theft,20132382,09/04/2013 - 5:00pm,9/7/2013,United States,Kentucky,Lexington,160 FUNKHOUSER DRIVE,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/M,No,Closed
Theft,20132367,09/03/2013 - 10:00am,9/6/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132369,09/06/2013 - 9:00am,9/6/2013,United States,Kentucky,Lexington,140 PATTERSON DRIVE,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/M,No,Closed
Theft,20132374,09/03/2013 - 5:00pm,9/6/2013,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP BUILDING/M,No,Open
Theft,20132359,09/05/2013 - 7:00am,9/5/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132360,09/05/2013 - 2:00pm,9/5/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP BICYCLES/M,No,Open
Theft,20132364,09/05/2013 - 5:30pm,9/5/2013,United States,Kentucky,Lexington,758 WOODLAND AVE.,TBUT OR DISP FROM BUILDING/F,Yes,Closed
Theft,20132365,09/03/2013 - 11:00pm,9/5/2013,United States,Kentucky,Lexington,769 WOODLAND AVE,TBUT OR DISP BUILDING/M,Yes,Closed
Theft,20132337,09/03/2013 - 6:45pm,9/4/2013,United States,Kentucky,Lexington,320 SOUTH LIMESTONE ST,"TBUT OR DISP FROM AUTO/M, CRIMINAL MISCHIEF 3RD",No,Closed
Theft,2013139007,09/02/2013 - 12:00am,9/4/2013,United States,Kentucky,Lexington,696 Winnie St,TBUT/DISP - ALL OTHERS (M),Yes,Closed - Lexington Police Report
Theft,20132346,09/04/2013 - 8:00am,9/4/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP BUILDING/M,No,Open
Theft,20132344,08/30/2013 - 8:00am,9/4/2013,United States,Kentucky,Lexington,404 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,2013138903,09/01/2013 - 6:30pm,9/3/2013,United States,Kentucky,Lexington,1051 RED MILE RD,TBUT/DISP-FROM AUTO(F),No,Closed - Lexington Police Report
Theft,20132333,09/03/2013 - 5:00pm,9/3/2013,United States,Kentucky,Lexington,447 PENNSYLVANIA AVE,TBUT OR DISP ALL OTHERS/M,No,Open
Theft,20132326,08/31/2013 - 1:00pm,9/3/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP ALL OTHERS/M,No,Closed
Theft,20132323,09/03/2013 - 10:00am,9/3/2013,United States,Kentucky,Lexington,SHAWNEETOWN DR,TBUT OR DISP ALL OTHERS/F,No,Open
Theft,20132327,08/30/2013 - 1:00pm,9/3/2013,United States,Kentucky,Lexington,505 ROSE ST,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132328,09/03/2013 - 10:00am,9/3/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132319,09/02/2013 - 9:00pm,9/2/2013,United States,Kentucky,Lexington,454 COMPLEX DR,TBUT OR DISP ALL OTHERS/F,No,Open
Theft,20132320,09/02/2013 - 9:30pm,9/2/2013,United States,Kentucky,Lexington,454 COMPLEX DR,TBUT OR DISP FROM AUTO/M,No,Open
Theft,20132296,08/30/2013 - 2:00pm,8/30/2013,United States,Kentucky,Lexington,140 PATTERSON DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20132284,08/29/2013 - 7:45am,8/29/2013,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,"TBUT OR DISP BICYCLES/M, TBUT OR DISP ALL OTHERS/M",No,Open
Theft,20132290,08/29/2013 - 9:00pm,8/29/2013,United States,Kentucky,Lexington,COOPER DR,TBUT OR DISP CONTENTS FROM AUTO/F,No,Open
Theft,20132277,08/28/2013 - 8:00am,8/29/2013,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP FROM AUTO/M,No,Closed
Theft,20132256,08/22/2013 - 8:07pm,8/27/2013,United States,Kentucky,Lexington,468 ROSE ST,TBUT OR DISP FROM AUTO/M,No,Closed
Theft,20132258,08/27/2013 - 1:30pm,8/27/2013,United States,Kentucky,Lexington,101 AVENUE OF CHAMPIONS,TBUT OR DISP BUILDING/M,No,Open
Theft,20132259,08/24/2013 - 5:00pm,8/27/2013,United States,Kentucky,Lexington,1435 NICHOLASVILLE RD,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132247,08/25/2013 - 6:00pm,8/26/2013,United States,Kentucky,Lexington,101 AVENUE OF CHAMPIONS,"TBUT OR DISP BICYCLES/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20132235,08/24/2013 - 7:00pm,8/25/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING/M,No,Open
Theft,20132238,08/21/2013 - 9:00pm,8/25/2013,United States,Kentucky,Lexington,368 ROSE ST,TBUT OR DISP BUILDING/M,Yes,Open
Theft,20132239,08/25/2013 - 4:30pm,8/25/2013,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF CONTROLLED SUBSTANCE/F,No,Citation issued
Theft,20132217,08/19/2013 - 12:00pm,8/23/2013,United States,Kentucky,Lexington,405 ROSE ST,TBUT OR DISP BICYCLES/F,No,Open
Theft,20132211,08/22/2013 - 7:00am,8/22/2013,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP FROM AUTO/M,No,Closed
Theft,20132208,08/22/2013 - 1:15pm,8/22/2013,United States,Kentucky,Lexington,465 ROSE ST,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132199,08/14/2013 - 12:00am,8/21/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING/F,No,Closed
Theft,20132205,08/21/2013 - 1:00pm,8/21/2013,United States,Kentucky,Lexington,140 PATTERSON DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20132193,08/17/2013 - 2:00pm,8/20/2013,United States,Kentucky,Lexington,680 ROSE ST,TBUT OR DISP BICYCLES/M,No,Open
Theft,20132194,08/20/2013 - 8:00pm,8/20/2013,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132186,08/13/2013 - 12:00pm,8/19/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132179,08/18/2013 - 7:45pm,8/18/2013,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP - ALL OTHERS/F, TBUT OR DISP ALL OTHERS/M",No,Open
Theft,20132167,08/17/2013 - 7:00pm,8/17/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP ALL OTHERS/F,No,Open
Theft,20132144,08/15/2013 - 1:50pm,8/15/2013,United States,Kentucky,Lexington,741 WOODLAND AVE,TBUT OR DISP BUILDING/M,Yes,Open
Theft,20132136,08/14/2013 - 5:00pm,8/14/2013,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP BUILDING/M,No,Closed
Theft,20132138,08/13/2013 - 6:00pm,8/14/2013,United States,Kentucky,Lexington,1608 UNIVERSITY CT,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20132127,08/13/2013 - 11:45am,8/13/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP BUILDING/M,No,Open
Theft,201338548,03/14/2013 - 5:00pm,8/12/2013,United States,Kentucky,Lexington,COLDSTREAM PARK,"TUBT DISP-ALL OTHERS/F, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report
Theft,201344361,03/30/2013 - 1:00pm,8/12/2013,United States,Kentucky,Lexington,COLDSTREAM PARK,TBUT DISP FROM AUTO/F,No,Closed - Lexington Police Report
Theft,201344392,03/30/2013 - 12:30pm,8/12/2013,United States,Kentucky,Lexington,COLDSTREAM PARK,"TBUT DISP FROM AUTO/F, CRIMINAL MISCHIEF 3RD/M, FORGERY 1ST/F",No,Closed - Lexington Police Report
Theft,2013115901,07/28/2013 - 8:00pm,8/12/2013,United States,Kentucky,Lexington,COLDSTREAM PARK,"CRIMINAL MISCHIEF 2ND/M, TBUT DISP FROM AUTO/M, FRAUDULENT USE OF CREDIT CARD U/10000/F",No,Closed - Lexington Police Report
Theft,20132118,08/10/2013 - 10:00am,8/12/2013,United States,Kentucky,Lexington,408 ADMINISTRATION DR,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20132115,08/12/2013 - 6:05am,8/12/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM AUTO/M,No,Closed
Theft,2012031684,02/28/2012 - 11:30am,8/12/2013,United States,Kentucky,Lexington,500 ALUMNI DR,TBUT DISP FROM AUTO/M,No,Closed - Lexington Police Report
Theft,2012151982,09/15/2012 - 9:00pm,8/12/2013,United States,Kentucky,Lexington,236 LEXINGTON AVE,TBUT DISP FROM AUTO/M,No,Closed - Lexington Police Report
Theft,20132107,08/10/2013 - 6:00pm,8/10/2013,United States,Kentucky,Lexington,338 LEXINGTON AVE,"TBUT OR DISP CONTENTS FROM AUTO/F, CRIMINAL MISCHIEF 3RD/M",No,Closed
