Category,Case Number,Crime Date and Time,Report Date,Country,State,City,Location,Incident Description,Residential Occurance,Disposition
Theft,20161041,05/05/2016 - 5:00pm,5/9/2016,United States,Kentucky,Lexington,740 LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20161033,05/08/2016 - 10:30am,5/8/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP BICYCLES U/$500,No,Closed
Theft,20161018,05/05/2016 - 4:00pm,5/6/2016,United States,Kentucky,Lexington,340 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING U/$500,Yes,Open
Theft,20161025,05/06/2016 - 9:45pm,5/6/2016,United States,Kentucky,Lexington,344 SOUTH MARTIN LUTHER KING BOULEVARD,TBUT OR DISP ALL OTHER U/$500,No,Closed
Theft,20161004,04/18/2016 - 12:00pm,5/5/2016,United States,Kentucky,Lexington,754 WOODLAND AVENUE,TBUT OR DISP ALL OTHERS U/$500,No,Closed
Theft,CSA20160516,05/01/2016 - 10:45pm,5/2/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed - CSA
Theft,20160976,04/29/2016 - 2:00pm,5/2/2016,United States,Kentucky,Lexington,440 HILLTOP AVENUE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160977,05/02/2016 - 3:24pm,5/2/2016,United States,Kentucky,Lexington,505 ROSE STREET,"THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$500; UNLAWFUL ACCESS TO COMPUTER, 4TH DEGREE",No,Closed
Theft,20160970,05/01/2016 - 8:01pm,5/1/2016,United States,Kentucky,Lexington,300 ALUMNI DRIVE,TBUT OR DISP FROM BUILDING U/$500,Yes,Open
Theft,20160971,05/01/2016 - 9:20pm,5/1/2016,United States,Kentucky,Lexington,765 WOODLAND AVENUE,TBUT OR DISP BICYCLES U/$500,No,Closed
Theft,20160959,04/30/2016 - 1:30pm,4/30/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160944,04/28/2016 - 10:00pm,4/28/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,TBUT OR DISP ALL OTHERS U/$500,No,Closed
Theft,20160935,04/26/2016 - 2:00pm,4/27/2016,United States,Kentucky,Lexington,140 HUGUELET DRIVE,TBUT OR DISP PARTS FROM VEHICLE UNDER $500,No,Open
Theft,2016069055,04/27/2016 - 8:00am,4/27/2016,United States,Kentucky,Lexington,349 SCOTT STREET,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500; CRIMINAL MISCHIEF 3RD DEGREE,No,Open
Theft,20160912,04/24/2016 - 6:30pm,4/25/2016,United States,Kentucky,Lexington,900 SOUTH LIMESTONE STREET,"TBUT OR DISP AUTO-$500 OR MORE BUT U/$10,000",No,Open
Theft,20160921,04/24/2016 - 9:00am,4/25/2016,United States,Kentucky,Lexington,1540 UNIVERSITY DRIVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,No,Closed
Theft,20160899,04/23/2016 - 4:00am,4/23/2016,United States,Kentucky,Lexington,800 ROSE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160909,04/23/2016 - 8:15pm,4/23/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20160882,04/17/2016 - 2:00am,4/22/2016,United States,Kentucky,Lexington,440 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160885,07/01/2015 - 8:00am,4/22/2016,United States,Kentucky,Lexington,1405 VETERANS DRIVE,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160884,04/22/2016 - 8:00am,4/22/2016,United States,Kentucky,Lexington,900 LIMESTONE STREET,TBUT OR DISP BICYCLES U/$500,No,Closed
Theft,20160892,04/22/2016 - 11:10pm,4/22/2016,United States,Kentucky,Lexington,763 WOODLAND AVENUE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Theft,20160873,04/20/2016 - 2:24pm,4/21/2016,United States,Kentucky,Lexington,338 LEXINGTON AVENUE,TBUT OR DISP SHOPLIFTING U/$500,No,Open
Theft,20160870,04/20/2016 - 1:00pm,4/20/2016,United States,Kentucky,Lexington,140 HUGUELET DRIVE,TBUT OR DISP ALL OTHERS U/$500; CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Theft,20160865,04/17/2016 - 6:00pm,4/20/2016,United States,Kentucky,Lexington,650 WOODLAND AVENUE,TBUT OR DISP FROM BUILDING U/$500,Yes,Closed
Theft,20160855,04/19/2016 - 4:00am,4/19/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160852,04/18/2016 - 3:00pm,4/19/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Citation issued
Theft,20160853,04/18/2016 - 11:00pm,4/19/2016,United States,Kentucky,Lexington,800 ROSE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20160822,04/18/2016 - 9:02am,4/18/2016,United States,Kentucky,Lexington,440 HILLTOP AVENUE,TBUT OR DISP ALL OTHERS U/$500,No,Open
Theft,20160847,04/18/2016 - 6:00am,4/18/2016,United States,Kentucky,Lexington,650 SPORTS CENTER DRIVE,TBUT OR DISP BICYCLES U/$500,No,Open
Theft,20160849,04/18/2016 - 5:45pm,4/18/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160848,04/17/2016 - 4:00pm,4/18/2016,United States,Kentucky,Lexington,236 BOLIVAR STREET,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,No,Closed
Theft,20160834,04/15/2016 - 4:00pm,4/16/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000",No,Open
Theft,20160837,04/18/2016 - 8:30pm,4/16/2016,United States,Kentucky,Lexington,720 WOODLAND AVENUE,THEFT OR PROP MISLAID OR DELIVER BY MISTAKE,No,Closed
Theft,20160825,04/15/2016 - 7:00am,4/15/2016,United States,Kentucky,Lexington,800 HOSPITAL DRIVE,TBUT OR DISP ALL OTHERS U/$500,No,Closed
Theft,20160826,04/07/2016 - 8:00pm,4/15/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160817,03/01/2016 - 8:00am,4/14/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed
Theft,20160818,03/01/2016 - 8:00am,4/14/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed - CSA
Theft,20160811,04/12/2016 - 8:50am,4/13/2016,United States,Kentucky,Lexington,140 PATTERSON DRIVE,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160812,04/09/2016 - 1:00pm,4/13/2016,United States,Kentucky,Lexington,326 SOUTH MARTIN LUTHER KING BOULEVARD,TBUT OR DISP BICYCLES U/$500,No,Open
Theft,20160801,04/11/2016 - 3:30pm,4/12/2016,United States,Kentucky,Lexington,320 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160802,04/08/2016 - 3:30pm,4/12/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM SHIPMENT U/$500,No,Closed
Theft,20160803,04/08/2016 - 4:00pm,4/12/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,CSA20160439,04/11/2016 - 11:20am,4/11/2016,United States,Kentucky,Lexington,1350 BULL LEA ROAD,TBUT OR DISP ALL OTHERS U/$500; TERRORISTIC THREATENING,No,Closed - CSA
Theft,20160788,04/07/2016 - 5:00pm,4/10/2016,United States,Kentucky,Lexington,703 SPORTS CENTER DRIVE,TBUT OR DISP ALL OTHERS U/$500,Yes,Open
Theft,20160782,04/09/2016 - 12:00am,4/9/2016,United States,Kentucky,Lexington,725 ROSE STREET,TBUT OR DISP ALL OTHERS U/$500,No,Open
Theft,20160775,04/08/2016 - 2:50pm,4/8/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Unfounded
Theft,20160774,04/08/2016 - 10:28am,4/8/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP SHOPLIFTING U/$500,No,Closed
Theft,20160776,04/05/2016 - 8:00am,4/8/2016,United States,Kentucky,Lexington,120 PATTERSON DRIVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160770,04/07/2016 - 3:02pm,4/7/2016,United States,Kentucky,Lexington,220 AVENUE OF CHAMPIONS,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,No,Closed
Theft,20160765,02/02/2016 - 8:00am,4/6/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed - Cleared By Exception
Theft,20160767,04/04/2016 - 6:00pm,4/6/2016,United States,Kentucky,Lexington,740 WOODLAND AVENUE,TBUT OR DISP BICYCLES U/$500,No,Closed
Theft,20160760,04/05/2016 - 12:00pm,4/5/2016,United States,Kentucky,Lexington,1398 LIMESTONE STREET,TBUT OR DISP PARTS FROM VEHICLE UNDER $500,No,Closed
Theft,20160761,04/05/2016 - 7:15pm,4/5/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160752,04/02/2016 - 5:00pm,4/4/2016,United States,Kentucky,Lexington,111 AVENUE OF CHAMPIONS,TBUT OR DISP ALL OTHERS U/$500,No,Closed
Theft,20160749,04/03/2016 - 6:00pm,4/3/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP ALL OTHERS U/$500,No,Closed
Theft,20160741,04/02/2016 - 1:00pm,4/2/2016,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160729,04/01/2016 - 12:39am,4/1/2016,United States,Kentucky,Lexington,334 LEXINGTON AVENUE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Theft,20160731,04/01/2016 - 1:00am,4/1/2016,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160735,03/31/2016 - 9:50am,4/1/2016,United States,Kentucky,Lexington,140 PATTERSON DRIVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160714,03/29/2016 - 9:00pm,3/31/2016,United States,Kentucky,Lexington,430 COMPLEX DRIVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160724,03/30/2016 - 4:00pm,3/31/2016,United States,Kentucky,Lexington,685 SPORTS CENTER DRIVE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000",No,Closed
Theft,20160726,03/31/2016 - 8:00am,3/31/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160718,03/24/2016 - 7:00am,3/31/2016,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160723,03/31/2016 - 1:30pm,3/31/2016,United States,Kentucky,Lexington,1608 UNIVERSITY COURT,TBUT OR DISP FROM BUILDING U/$500; FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD,Yes,Open
Theft,20160705,03/26/2016 - 8:00am,3/29/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160708,03/29/2016 - 6:45am,3/29/2016,United States,Kentucky,Lexington,PRESS AVENUE/GAZETTE AVENUE UK E LOT,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000; CRIMINAL MISCHIEF 2ND DEGREE",No,Closed
Theft,20160707,03/29/2016 - 6:30pm,3/29/2016,United States,Kentucky,Lexington,135 GRAHAM AVENUE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160692,03/22/2016 - 3:00pm,3/28/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20160698,03/12/2016 - 12:30pm,3/28/2016,United States,Kentucky,Lexington,447 PENNSYLVANIA AVENUE,THEFT OF MAIL MATTER,Yes,Open
Theft,20160699,03/24/2016 - 1:30pm,3/28/2016,United States,Kentucky,Lexington,PATTERSON DRIVE,TBUT OR DISP BICYCLES U/$500,No,Closed
Theft,20160664,03/25/2016 - 11:00am,3/25/2016,United States,Kentucky,Lexington,550 LIMESTONE STREET,TBUT OR DISP BICYCLES U/$500,No,Open
Theft,20160650,03/24/2016 - 3:00am,3/24/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20160638,03/22/2016 - 9:30pm,3/23/2016,United States,Kentucky,Lexington,Euclid Avenue,"THEFT OF PROP MISLAID OR DELIVER BY MISTAKE, FRAUD USE OF CRED CARD AFTER REPORT LOST/STOLEN U/$500 W/6 MO",No,Open
Theft,20160641,03/23/2016 - 3:00am,3/23/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160614,03/21/2016 - 8:50am,3/21/2016,United States,Kentucky,Lexington,505 ROSE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160617,03/21/2016 - 8:30am,3/21/2016,United States,Kentucky,Lexington,SOUTH LIMESTONE STREET/ADMINISTRATIVE DRIVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,No,Open
Theft,20160619,10/01/2016 - 12:00am,3/21/2016,United States,Kentucky,Lexington,447 PENNSYLVANIA AVENUE,THEFT OF MAIL MATTER,Yes,Closed
Theft,20160610,03/20/2016 - 6:00pm,3/20/2016,United States,Kentucky,Lexington,800 ROSE STREET,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000, ASSAULT, 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY",No,Open
Theft,20160577,03/11/2016 - 11:00am,3/17/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20160580,03/17/2016 - 6:40pm,3/17/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160562,03/15/2016 - 10:00pm,3/16/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE $10,000 OR MORE/F",No,Open
Theft,20160569,03/12/2016 - 12:00pm,3/16/2016,United States,Kentucky,Lexington,720 WOODLAND AVENUE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Theft,20160564,03/15/2016 - 10:00am,3/16/2016,United States,Kentucky,Lexington,740 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUIDLING U/$500,No,Open
Theft,20160566,03/16/2016 - 11:00am,3/16/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160568,03/16/2016 - 12:00pm,3/16/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20160554,03/14/2016 - 3:30pm,3/15/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160555,02/10/2016 - 8:28pm,3/15/2016,United States,Kentucky,Lexington,800 ROSE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20160556,02/04/2016 - 8:01pm,3/15/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20160553,03/06/2016 - 5:00pm,3/14/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Unfounded
Theft,20160537,03/10/2016 - 12:20pm,3/11/2016,United States,Kentucky,Lexington,220 AVENUE OF CHAMPIONS,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20160535,10/01/2016 - 8:00am,3/11/2016,United States,Kentucky,Lexington,720 SPORTS CENTER DRIVE,"TBUT OR DISP AUTO - $500 OR MORE BUT U/$10,000",No,Open
Theft,20160528,03/09/2016 - 8:30pm,3/10/2016,United States,Kentucky,Lexington,685 SPORTS CENTER DRIVE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Open
Theft,20160532,03/10/2016 - 2:30pm,3/10/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20160529,03/07/2016 - 11:00am,3/10/2016,United States,Kentucky,Lexington,800 ROSE STREET,"TBUT OR DISP FROM BUILDING $10,000 OR MORE BUT U/$1,000,000/F",No,Open
Theft,CSA20160263,03/09/2016 - 6:45pm,3/10/2016,United States,Kentucky,Lexington,447 PENNSYLVANIA STREET,THEFT OF MAIL MATTER/F,Yes,Closed - CSA
Theft,20160547,03/10/2016 - 9:30pm,3/10/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Closed
Theft,20160510,03/07/2016 - 2:50pm,3/7/2016,United States,Kentucky,Lexington,140 PATTERSON DRIVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20160476,03/02/2016 - 11:20am,3/2/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20160461,03/01/2016 - 1:18pm,3/1/2016,United States,Kentucky,Lexington,405 ROSE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F, TBUT OR DISP FROM BUILDING U/$500/M",No,Open
Theft,20160454,02/28/2016 - 6:15pm,2/29/2016,United States,Kentucky,Lexington,310 S. LIMESTONE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,No,Open
Theft,20160447,02/28/2016 - 10:30am,2/28/2016,United States,Kentucky,Lexington,201 AVE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20160439,02/27/2016 - 6:10pm,2/27/2016,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20160433,02/14/2016 - 4:49pm,2/26/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF INDENTITY OF ANOTHER W/O CONSENT/F,No,Closed
Theft,20160428,02/24/2016 - 9:45pm,2/25/2016,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20160417,02/22/2016 - 8:00am,2/24/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160422,02/24/2016 - 4:00pm,2/24/2016,United States,Kentucky,Lexington,125 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP ALL OTHERS U/$500/M,Yes,Closed
Theft,20160432,02/24/2016 - 4:00pm,2/24/2016,United States,Kentucky,Lexington,SPORTS CENTER DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20160413,02/10/2016 - 7:00am,2/23/2016,United States,Kentucky,Lexington,301 HILLTOP AVE,TBUT OR DISP ALL OTHERS U/$500/M,No,Open
Theft,20160377,04/03/2013 - 8:00am,2/18/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"THEFT BY DECEPTION-INCLUDE COLD CHECKS $10,000 OR MORE/F",No,Open
Theft,20160357,02/15/2016 - 3:30pm,2/17/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160351,01/08/2016 - 3:31pm,2/16/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF A LEGEND DRUG 1ST OFFENSE OR VALUE U/$300/f,No,Open
Theft,20160352,01/06/2016 - 11:21am,2/16/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF LEGEND DRUG 1ST OFFENSE OR VALUE U/$300/F,No,Open
Theft,20160339,02/15/2016 - 1:42pm,2/15/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20160338,02/13/2016 - 1:00pm,2/15/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160341,02/14/2016 - 8:30pm,2/15/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160327,02/14/2016 - 3:30am,2/14/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20160309,02/11/2016 - 10:30pm,2/12/2016,United States,Kentucky,Lexington,310 HILLTOP AVE,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20160316,02/12/2016 - 3:50pm,2/12/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP SHOPLIFTING U/$500/M,No,Closed
Theft,20160317,02/09/2016 - 12:00am,2/12/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160303,02/11/2016 - 2:45pm,2/11/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20160291,02/10/2016 - 6:40am,2/10/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP POCKETPICKING U/$500/M,No,Open
Theft,20160295,01/01/2016 - 8:00am,2/10/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20160297,02/02/2016 - 5:00pm,2/10/2016,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL/F,No,Open
Theft,20160283,02/08/2016 - 6:00pm,2/9/2016,United States,Kentucky,Lexington,842 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,CSA20160153,02/06/2016 - 3:00pm,2/6/2016,United States,Kentucky,Lexington,"12 HERON WAY, PINELANDS, CAPE TOWN, RSA",THEFT,Yes,Closed - CSA
Theft,20160254,01/25/2016 - 8:00am,2/4/2016,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20160245,02/03/2016 - 11:00am,2/3/2016,United States,Kentucky,Lexington,401 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20160246,02/03/2016 - 9:00am,2/3/2016,United States,Kentucky,Lexington,PATTERSON DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20160249,02/03/2016 - 9:45am,2/3/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160237,01/28/2016 - 4:00pm,2/2/2016,United States,Kentucky,Lexington,135 EAST MAXWELL ST,TBUT OR DISP FROM BUILDING $500/M,No,Open
Theft,20160242,02/02/2016 - 11:30pm,2/2/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20160234,09/01/2013 - 12:01am,2/1/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF IDENTITY OF ANOTHER W/O CONSENT/F,No,Unfounded
Theft,20160231,01/31/2016 - 1:00pm,1/31/2016,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Open
Theft,20160204,01/22/2016 - 8:00am,1/29/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20160209,01/29/2016 - 5:18am,1/29/2016,United States,Kentucky,Lexington,334 LEXINGTON AVE,"TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10,000/F, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest
Theft,20160194,06/15/2015 - 8:00am,1/28/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20160188,01/27/2016 - 6:50am,1/27/2016,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20160176,01/25/2016 - 11:30am,1/26/2016,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20160177,01/26/2016 - 2:26am,1/26/2016,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20160168,12/23/2015 - 12:00pm,1/25/2016,United States,Kentucky,Lexington,842 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20160170,01/19/2016 - 8:00am,1/25/2016,United States,Kentucky,Lexington,SOUTH LIMESTONE ST,FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M,No,Open
Theft,20160173,01/24/2016 - 10:00pm,1/25/2016,United States,Kentucky,Lexington,703 SPORTS CENTER DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Closed
Theft,20160172,01/24/2016 - 3:00pm,1/25/2016,United States,Kentucky,Lexington,344 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20160158,01/23/2016 - 12:30pm,1/23/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
